UniqID,Lat,Lon,SiteName,LabCode,Age,Error,Material,Reference,LEVEL2,L2Desc,calcurve
500062,-8.888889,-64.055557,Teotônio,OxA-41243-,875,19,Charred seed,"CNSA-IPHAN-RO / ALMEIDA, F. O. A Tradiçao Polícroma no Alto Rio Madeira. Tese de doutorado. Sao Paulo: MAE-USP, 2013.",20.4,Amazon and Coastal Lowlands,tropics
500063,-8.888889,-64.055557,Teotônio,OxA-41242-,900,20,Charred seed,"CNSA-IPHAN-RO / ALMEIDA, F. O. A Tradiçao Polícroma no Alto Rio Madeira. Tese de doutorado. Sao Paulo: MAE-USP, 2013.",20.4,Amazon and Coastal Lowlands,tropics
500064,-8.9739343,-64.0882445,Coraçao,OxA-32999,818,27,N/A,"ZUSE, Silvana et al. Tecnologias cerâmicas no alto rio Madeira: síntese, cronologia e perspectivas. Boletim do Museu Paraense Emílio Goeldi. Ciências Humanas, v. 15, 2020.",20.4,Amazon and Coastal Lowlands,tropics
500065,-8.9446467,-64.1449164,Vista Alegre (do Teotônio),UW2927-(OSL),730,90,N/A,"ZUSE, Silvana et al. Tecnologias cerâmicas no alto rio Madeira: síntese, cronologia e perspectivas. Boletim do Museu Paraense Emílio Goeldi. Ciências Humanas, v. 15, 2020.",20.4,Amazon and Coastal Lowlands,tropics
500066,-3.516389,-64.4285,Sao Joao,Beta-449137,1070,30,Caraipe from ceramics (bulk sherd organics),"LOPES, Rafael Cardoso de Almeida. A Tradiçao Polícroma da Amazônia no contexto do medio rio Solimões (AM). 2018.",20.4,Amazon and Coastal Lowlands,tropics
500067,-3.516389,-64.4285,Sao Joao,Beta-468051,650,30,Caraipe from ceramics (bulk sherd organics),"LOPES, Rafael Cardoso de Almeida. A Tradiçao Polícroma da Amazônia no contexto do medio rio Solimões (AM). 2018.",20.4,Amazon and Coastal Lowlands,tropics
500068,-3.516389,-64.4285,Sao Joao,Beta-484782,520,30,Charred maize seed,"LOPES, Rafael Cardoso de Almeida. A Tradiçao Polícroma da Amazônia no contexto do medio rio Solimões (AM). 2018.",20.4,Amazon and Coastal Lowlands,tropics
500069,-3.35979,-64.677991,Vilas,Beta-406074,1620,30,Caraipe from ceramics (bulk sherd organics),"BELLETTI, J. S. A arqueologia do Lago Tefe e a expansao polícroma. Dissertaçao de mestrado. Sao Paulo: MAE-USP, 2015.",20.4,Amazon and Coastal Lowlands,tropics
500070,-3.35979,-64.677991,Vilas,Beta-406075,1610,30,Caraipe from ceramics (bulk sherd organics),"BELLETTI, J. S. A arqueologia do Lago Tefe e a expansao polícroma. Dissertaçao de mestrado. Sao Paulo: MAE-USP, 2015.",20.4,Amazon and Coastal Lowlands,tropics
500071,-3.35979,-64.677991,Vilas,Beta-406076,1050,30,Caraipe from ceramics (bulk sherd organics),"BELLETTI, J. S. A arqueologia do Lago Tefe e a expansao polícroma. Dissertaçao de mestrado. Sao Paulo: MAE-USP, 2015.",20.4,Amazon and Coastal Lowlands,tropics
500074,-2.41,-64.7486,Boa Esperanca,Beta-321195,1220,30,Caraipe from ceramics (bulk sherd organics),"COSTA, B. L. S. Levantamento Arqueológico na Reserva de Desenvolvimento Sustentável (RDS) Amana. Estado do Amazonas. Dissertaçao de mestrado. Sao Paulo: MAE-USP, 2012",20.4,Amazon and Coastal Lowlands,tropics
500077,-3.635231732,-64.9596526,Tauari,Beta-596118,940,30,Charcoal,"LOPES, not published",20.4,Amazon and Coastal Lowlands,tropics
500078,-3.524829335,-64.9723069,Ponta da Castanha,Beta-596115,740,30,Charcoal,"LOPES, not published",20.4,Amazon and Coastal Lowlands,tropics
500079,-3.524829335,-64.9723069,Ponta da Castanha,Beta-596116,370,30,Charcoal,"LOPES, not published",20.4,Amazon and Coastal Lowlands,tropics
500080,-3.524829335,-64.9723069,Ponta da Castanha,Beta-599208,1540,30,Charcoal,"LOPES, not published",20.4,Amazon and Coastal Lowlands,tropics
500105,-3.952790824,-70.16654998,Finca Rivera (14),I-5777,685,90,Charcoal,"BOLIAN, C. Archaeological excavations in the trapecio of amazonas the polychrome tradition. PhD Dissertation: University of Illinois at Urbana Champaing. 1975",20.4,Amazon and Coastal Lowlands,tropics
600108,5.901322,-56.660835,Hertenrits,GrN-1898,1130,45,Charcoal,Rostain 1994,20.4,Amazon and Coastal Lowlands,tropics
600110,5.901322,-56.660835,Hertenrits,GrN-1897,1265,60,Wood,Rostain 1994,20.4,Amazon and Coastal Lowlands,tropics
600122,5.8702,-55.1791,Tingiholo,GrN-4552,970,50,Charcoal,Rostain 1994,20.4,Amazon and Coastal Lowlands,tropics
600123,5.8702,-55.1791,Tingiholo,GrN-12913,1025,50,Bone,Rostain 1994,20.4,Amazon and Coastal Lowlands,tropics
600124,5.8702,-55.1791,Tingiholo,GrN-8249,1050,100,Charcoal,Rostain 1994,20.4,Amazon and Coastal Lowlands,tropics
600125,5.8702,-55.1791,Tingiholo,GrN-8250,1140,90,Charcoal,Rostain 1994,20.4,Amazon and Coastal Lowlands,tropics
600138,4.940307,-52.299706,Katoury,ARC-2336,690,50,,Mestre et al. 2005,20.4,Amazon and Coastal Lowlands,tropics
600139,4.940307,-52.299706,Katoury,ARC-2272,755,45,,Mestre et al. 2005,20.4,Amazon and Coastal Lowlands,tropics
700001,-2.4433,-54.2802,Taperinha (PA-ST-27),OxA-1546,7090,80,Freshwater shell,Roosevelt et al. 1991,20.4,Amazon and Coastal Lowlands,tropics
700002,-2.4433,-54.2802,Taperinha (PA-ST-27),OxA-1547,7080,80,Freshwater shell,Roosevelt et al. 1991,20.4,Amazon and Coastal Lowlands,tropics
700003,-2.4433,-54.2802,Taperinha (PA-ST-27),OxA-1542,7010,90,Freshwater shell,Roosevelt et al. 1991,20.4,Amazon and Coastal Lowlands,tropics
700004,-2.4433,-54.2802,Taperinha (PA-ST-27),OxA-1545,7000,80,Freshwater shell,Roosevelt et al. 1991,20.4,Amazon and Coastal Lowlands,tropics
700005,-2.4433,-54.2802,Taperinha (PA-ST-27),OxA-1544,6980,80,Charcoal,Roosevelt et al. 1991,20.4,Amazon and Coastal Lowlands,tropics
700006,-2.4433,-54.2802,Taperinha (PA-ST-27),OxA-1543,6930,80,Charcoal,Roosevelt et al. 1991,20.4,Amazon and Coastal Lowlands,tropics
700007,-2.4433,-54.2802,Taperinha (PA-ST-27),OxA-1760,6880,80,Charcoal,Roosevelt et al. 1991,20.4,Amazon and Coastal Lowlands,tropics
700008,-2.4433,-54.2802,Taperinha (PA-ST-27),OxA-1541,6860,100,Charcoal,Roosevelt et al. 1991,20.4,Amazon and Coastal Lowlands,tropics
700009,-2.4433,-54.2802,Taperinha (PA-ST-27),OxA-2432,6640,80,Humic/fulvic acids,Roosevelt et al. 1991,20.4,Amazon and Coastal Lowlands,tropics
700010,-2.4433,-54.2802,Taperinha (PA-ST-27),OxA-2431,6590,100,Ceramic residue,Roosevelt et al. 1991,20.4,Amazon and Coastal Lowlands,tropics
700011,-2.4433,-54.2802,Taperinha (PA-ST-27),OxA-1540,6300,90,Freshwater shell,Roosevelt et al. 1991,20.4,Amazon and Coastal Lowlands,tropics
700013,-2.4433,-54.2802,Taperinha (PA-ST-27),GX-12844,5705,80,Freshwater shell,Roosevelt et al. 1991,20.4,Amazon and Coastal Lowlands,tropics
700016,-0.97,-48,Urua (PA-SA-23),SI-1034,5570,125,Charcoal,Roosevelt 1995,20.4,Amazon and Coastal Lowlands,tropics
700019,-0.8347,-47.0079,Porto da Mina (PA-SA-05),GX-2472,5115,195,Charcoal,SimÃµes 1981,20.4,Amazon and Coastal Lowlands,tropics
700021,-0.8347,-47.0079,Porto da Mina (PA-SA-05),SI-1036,5070,95,Charcoal,SimÃµes 1981,20.4,Amazon and Coastal Lowlands,tropics
700023,-0.8347,-47.0079,Porto da Mina (PA-SA-05),SI-2546,5050,85,Ceramic temper,SimÃµes 1981,20.4,Amazon and Coastal Lowlands,tropics
700024,-0.8347,-47.0079,Porto da Mina (PA-SA-05),SI-1038,5045,95,Charcoal,SimÃµes 1981,20.4,Amazon and Coastal Lowlands,tropics
700026,-5.4997,-60.4096,Nova Olinda (AM-NA-14),SI-6573,4965,65,,Moraes 2013,20.4,Amazon and Coastal Lowlands,tropics
700027,7.24,-58.73,Kabakaburi,SI-7019,4890,75,Charcoal,Roosevelt 1995,20.4,Amazon and Coastal Lowlands,tropics
700029,-5.4997,-60.4096,Nova Olinda (AM-NA-14),SI-6572,4800,50,,Moraes 2013,20.4,Amazon and Coastal Lowlands,tropics
700031,-5.4997,-60.4096,Nova Olinda (AM-NA-14),SI-6571,4765,110,,Moraes 2013,20.4,Amazon and Coastal Lowlands,tropics
700035,-0.8347,-47.0079,Porto da Mina (PA-SA-05),SI-1037,4720,65,Charcoal,SimÃµes 1981,20.4,Amazon and Coastal Lowlands,tropics
700038,-0.8347,-47.0079,Porto da Mina (PA-SA-05),SI-1035,4610,55,Charcoal,SimÃµes 1981,20.4,Amazon and Coastal Lowlands,tropics
700041,-8.8445,-63.9767,Boa Vista,Beta-294080,4470,40,,Zuse 2014,20.4,Amazon and Coastal Lowlands,tropics
700045,-0.8347,-47.0079,Porto da Mina (PA-SA-05),SI-2544,4380,80,Ceramic temper,SimÃµes 1981,20.4,Amazon and Coastal Lowlands,tropics
700047,-0.8347,-47.0079,Porto da Mina (PA-SA-05),GX-2473,4340,235,Charcoal,Gaspar and Silveira 1999,20.4,Amazon and Coastal Lowlands,tropics
700057,8.2085,-59.8169,Barabina,SI-4332,4115,50,Charcoal,Roosevelt 1995,20.4,Amazon and Coastal Lowlands,tropics
700065,8.1724,-59.8092,Hosororo Creek,SI-6638A,3975,45,Peat,Roosevelt 1995,20.4,Amazon and Coastal Lowlands,tropics
700073,-2.4202,-54.7409,Porto (PA-ST-42),Beta-388953,3830,30,,Maezumi et al. 2018,20.4,Amazon and Coastal Lowlands,tropics
700075,-2.8312,-55.2213,Lago do Jacare 1 (PA00795),Beta-186952,3800,70,,Gomes 2011,20.4,Amazon and Coastal Lowlands,tropics
700088,-2.8243,-55.2237,Zenobio (PA00796),Beta-186960,3680,50,,Gomes 2011,20.4,Amazon and Coastal Lowlands,tropics
700091,-0.97,-48,Urua (PA-SA-23),GX-2475,3665,160,Charcoal,Gaspar and Silveira 1999,20.4,Amazon and Coastal Lowlands,tropics
700093,-2.8312,-55.2213,Lago do Jacare 1 (PA00795),Beta-186956,3660,40,,Gomes 2011,20.4,Amazon and Coastal Lowlands,tropics
700094,-2.8312,-55.2213,Lago do Jacare 1 (PA00795),Beta-186955,3660,70,,Gomes 2011,20.4,Amazon and Coastal Lowlands,tropics
700100,-2.8312,-55.2213,Lago do Jacare 1 (PA00795),Beta-186957,3600,70,,Gomes 2011,20.4,Amazon and Coastal Lowlands,tropics
700110,-2.4202,-54.7409,Porto (PA-ST-42),Beta-388955,3530,30,,Maezumi et al. 2018,20.4,Amazon and Coastal Lowlands,tropics
700113,-2.5301,-44.04,Panaquatira (MA00102),Beta-296879,3490,30,Charcoal,Bandeira 2013,20.4,Amazon and Coastal Lowlands,tropics
700114,-0.85,-46.93,Ponta das Pedras (PA-SA-06),GX-2474,3490,195,Charcoal,SimÃµes 1981,20.4,Amazon and Coastal Lowlands,tropics
700119,8.1724,-59.8092,Hosororo Creek,SI-6639C,3390,55,Peat,Roosevelt 1995,20.4,Amazon and Coastal Lowlands,tropics
700121,8.1724,-59.8092,Hosororo Creek,SI-6639B,3385,60,Peat,Roosevelt 1995,20.4,Amazon and Coastal Lowlands,tropics
700125,-2.41,-64.7486,Boa Esperanca,Beta-321193,3320,30,Ceramic temper,Costa 2012,20.4,Amazon and Coastal Lowlands,tropics
700127,-1.4614,-56.3995,Boa Vista (PA-OR-63),PN-1752,3280,45,,Hilbert and Hilbert 1980,20.4,Amazon and Coastal Lowlands,tropics
700129,-2.4202,-54.7409,Porto (PA-ST-42),Beta-322223,3260,30,,Alves 2012,20.4,Amazon and Coastal Lowlands,tropics
700130,-2.8312,-55.2213,Lago do Jacare 1 (PA00795),Beta-187492,3260,50,,Gomes 2011,20.4,Amazon and Coastal Lowlands,tropics
700131,-8.8655,-64.0611,Teotonio (RO-JP-01),Beta-482332,3250,30,Ceramic temper,Watling 2018,20.4,Amazon and Coastal Lowlands,tropics
700136,8.1724,-59.8092,Hosororo Creek,SI-6635,3185,65,Peat,Williams 1992,20.4,Amazon and Coastal Lowlands,tropics
700137,-2.69,-51.96,Tamandua (PA-AL-18),Beta-27418,3170,120,,Perota 1992,20.4,Amazon and Coastal Lowlands,tropics
700139,-8.8647,-64.0274,Vista Alegre I,Beta-294100,3140,40,,Zuse 2014,20.4,Amazon and Coastal Lowlands,tropics
700145,-2.4202,-54.7409,Porto (PA-ST-42),Beta-386143,3070,30,,Maezumi et al. 2018,20.4,Amazon and Coastal Lowlands,tropics
700146,-2.4202,-54.7409,Porto (PA-ST-42),Beta-322221,3060,30,,Alves 2012,20.4,Amazon and Coastal Lowlands,tropics
700149,-2.4202,-54.7409,Porto (PA-ST-42),Beta-386145,3050,30,,Maezumi et al. 2018,20.4,Amazon and Coastal Lowlands,tropics
700150,-2.4202,-54.7409,Porto (PA-ST-42),Beta-388950,3030,30,,Maezumi et al. 2018,20.4,Amazon and Coastal Lowlands,tropics
700151,-2.4202,-54.7409,Porto (PA-ST-42),Beta-388954,3030,30,,Maezumi et al. 2018,20.4,Amazon and Coastal Lowlands,tropics
700156,-2.4204,-54.7154,Aldeia (PA01037),Beta-283902,3000,40,,Gomes 2011,20.4,Amazon and Coastal Lowlands,tropics
700164,-1.4614,-56.3995,Boa Vista (PA-OR-63),PN-1753,2950,130,,Hilbert and Hilbert 1980,20.4,Amazon and Coastal Lowlands,tropics
700172,-2.4202,-54.7409,Porto (PA-ST-42),Beta-322219,2900,30,,Alves 2012,20.4,Amazon and Coastal Lowlands,tropics
700173,-0.9276,-46.6722,Jabuti (PA-SA-75),KIA-24922,2900,26,Charcoal,Silveira et al. 2011,20.4,Amazon and Coastal Lowlands,tropics
700189,-2.4202,-54.7409,Porto (PA-ST-42),Beta-386138,2820,30,,Maezumi et al. 2018,20.4,Amazon and Coastal Lowlands,tropics
700194,-2.41,-64.7486,Boa Esperanca,Beta-321194,2800,30,Ceramic temper,Costa 2012,20.4,Amazon and Coastal Lowlands,tropics
700197,-8.8411,-64.0558,Foz do Jatuarana,Beta-294084,2780,40,Charcoal,Zuse 2014,20.4,Amazon and Coastal Lowlands,tropics
700206,-2.8312,-55.2213,Lago do Jacare 1 (PA00795),Beta-186958,2740,60,,Gomes 2011,20.4,Amazon and Coastal Lowlands,tropics
700207,-8.8655,-64.0611,Teotonio (RO-JP-01),SI-3950,2730,75,,Miller 1992,20.4,Amazon and Coastal Lowlands,tropics
700214,-2.41,-64.7486,Boa Esperanca,Beta-321192,2690,20,Ceramic temper,Costa 2012,20.4,Amazon and Coastal Lowlands,tropics
700217,8.1724,-59.8092,Hosororo Creek,SI-6636,2660,45,,Williams 1992,20.4,Amazon and Coastal Lowlands,tropics
700235,-5.4997,-60.4096,Nova Olinda (AM-NA-14),SI-6570,2560,55,,Moraes 2013,20.4,Amazon and Coastal Lowlands,tropics
700252,-2.41,-64.7486,Boa Esperanca,Beta-294194,2500,40,Charcoal,Costa 2012,20.4,Amazon and Coastal Lowlands,tropics
700254,-2.442,-60.732,Terra Preta (PA00797),Beta-180713,2490,80,,Gomes 2011,20.4,Amazon and Coastal Lowlands,tropics
700260,-5.4997,-60.4096,Nova Olinda (AM-NA-14),SI-6575,2450,45,,Moraes 2013,20.4,Amazon and Coastal Lowlands,tropics
700271,-2.41,-64.7486,Boa Esperanca,Beta-294195,2410,40,Charcoal,Costa 2012,20.4,Amazon and Coastal Lowlands,tropics
700280,-2.4204,-54.7154,Aldeia (PA01037),Beta-248482,2370,60,,Gomes 2011,20.4,Amazon and Coastal Lowlands,tropics
700287,-8.7997,-63.8647,Igapo I,Beta-33456,2340,90,,Costa 2016,20.4,Amazon and Coastal Lowlands,tropics
700288,-5.4997,-60.4096,Nova Olinda (AM-NA-14),SI-6574,2335,45,,Moraes 2013,20.4,Amazon and Coastal Lowlands,tropics
700290,5.494,-54.03,Pointe Balate (97311.120),KIA-36135.2,2325,25,,Van den Bel 2015,20.4,Amazon and Coastal Lowlands,tropics
700293,-3.098,-60.371,Acutuba (AM-IR-02),Beta-97528,2310,140,Charcoal,Heckenberger et al. 1999,20.4,Amazon and Coastal Lowlands,tropics
700294,-3.2747,-60.2058,Hatahara (AM-IR-13),Beta-143597,2310,120,,Lima et al. 2006,20.4,Amazon and Coastal Lowlands,tropics
700296,5.6167,-55.1667,Onverdacht,GrN-846,2290,50,Charcoal,Rostain 1994,20.4,Amazon and Coastal Lowlands,tropics
700305,-2.68,-52.06,Guara I (PA-AL-44),SI-7146,2255,55,Charcoal,Perota 1992,20.4,Amazon and Coastal Lowlands,tropics
700313,-2.5177,-44.2719,Vinhais Velho,LACUFF-RJ-12060,2198,93,,Bandeira 2012,20.4,Amazon and Coastal Lowlands,tropics
700315,-2.5545,-44.2114,Maiobinha (MA-SL-04),LACUFF-RJ,2183,93,Charcoal,Bandeira 2012,20.4,Amazon and Coastal Lowlands,tropics
700321,4.67,-52.33,Pointe Maripa (97310.011),UGAMS-4052,2160,30,,Gassies and Mestre 2012,20.4,Amazon and Coastal Lowlands,tropics
700324,-2.5785,-44.2818,Bacanga (MA00108),Beta-296881,2150,30,Charcoal,Bandeira 2012,20.4,Amazon and Coastal Lowlands,tropics
700334,-1.4614,-56.3995,Boa Vista (PA-OR-63),Beta-232423,2120,60,,Guapindaia 2008,20.4,Amazon and Coastal Lowlands,tropics
700340,-0.97,-48,Urua (PA-SA-23),SI-1033,2105,135,Charcoal,Gaspar and Silveira 1999,20.4,Amazon and Coastal Lowlands,tropics
700341,-1.4614,-56.3995,Boa Vista (PA-OR-63),Beta-232424,2100,40,,Guapindaia 2008,20.4,Amazon and Coastal Lowlands,tropics
700346,-2.5545,-44.2114,Maiobinha (MA-SL-04),SI-4065,2090,80,Charcoal,Bandeira 2012,20.4,Amazon and Coastal Lowlands,tropics
700350,-8.8647,-64.0274,Vista Alegre I,Beta-294098,2080,30,,Zuse 2014,20.4,Amazon and Coastal Lowlands,tropics
700351,5.494,-54.03,Pointe Balate (97311.120),POZ-35843,2075,30,,Briand 2015,20.4,Amazon and Coastal Lowlands,tropics
700353,4.22,-51.72,Carbet Mitan (97314.040),OBDY-653,2070,45,Charcoal,Rostain 1994,20.4,Amazon and Coastal Lowlands,tropics
700357,4.85,-52.35,Mont Grand Matoury (97307.008),LY-7784,2055,45,,Grouard et al. 1997,20.4,Amazon and Coastal Lowlands,tropics
700363,-2.4204,-54.7154,Aldeia (PA01037),Beta-248485,2040,40,,Gomes 2011,20.4,Amazon and Coastal Lowlands,tropics
700364,5.16,-52.65,"Wayabo, Site 9",POZ-30852,2035,35,,Briand 2011,20.4,Amazon and Coastal Lowlands,tropics
700371,-2.17,-56.74,Poco,SI-2774,2015,95,,Hilbert and Hilbert 1980,20.4,Amazon and Coastal Lowlands,tropics
700373,-8.8445,-63.9767,Boa Vista,Beta-294079,2010,30,,Zuse 2014,20.4,Amazon and Coastal Lowlands,tropics
700376,-1.4614,-56.3995,Boa Vista (PA-OR-63),Beta-232420,2000,50,,Guapindaia 2008,20.4,Amazon and Coastal Lowlands,tropics
700382,-1.4614,-56.3995,Boa Vista (PA-OR-63),Beta-232422,1990,70,,Guapindaia 2008,20.4,Amazon and Coastal Lowlands,tropics
700404,-3.225,-60.251,Lago Grande,Beta-178920,1940,60,,Lima et al. 2006,20.4,Amazon and Coastal Lowlands,tropics
700405,-8.8393,-64.0235,Morro dos Macacos II,Beta-294092,1940,30,,Zuse 2014,20.4,Amazon and Coastal Lowlands,tropics
700411,4.67,-52.33,Pointe Maripa (97310.011),UGAMS-4050,1930,25,,Gassies and Mestre 2012,20.4,Amazon and Coastal Lowlands,tropics
700420,-4.3258,-59.6845,Vila Gomes,Beta-297126,1910,40,Ceramic temper,Moraes 2013,20.4,Amazon and Coastal Lowlands,tropics
700421,-1.4614,-56.3995,Boa Vista (PA-OR-63),Beta-232415,1910,70,,Guapindaia 2008,20.4,Amazon and Coastal Lowlands,tropics
700422,-2.5785,-44.2818,Bacanga (MA00108),Beta-296880,1910,30,Charcoal,Bandeira 2012,20.4,Amazon and Coastal Lowlands,tropics
700428,-1.4614,-56.3995,Boa Vista (PA-OR-63),Beta-232414,1900,60,,Guapindaia 2008,20.4,Amazon and Coastal Lowlands,tropics
700435,-8.8411,-64.0558,Foz do Jatuarana,Beta-294085,1890,30,Charcoal,Zuse 2014,20.4,Amazon and Coastal Lowlands,tropics
700447,-1.4614,-56.3995,Boa Vista (PA-OR-63),Beta-232421,1870,40,,Guapindaia 2008,20.4,Amazon and Coastal Lowlands,tropics
700450,-2.5545,-44.2114,Maiobinha (MA-SL-04),SI-4064,1865,130,Charcoal,Bandeira 2012,20.4,Amazon and Coastal Lowlands,tropics
700451,-3.29,-60.63,Manacapuru,P-372,1864,58,,Lathrap 1970,20.4,Amazon and Coastal Lowlands,tropics
700454,-2.5785,-44.2818,Bacanga (MA00108),Beta-296882,1860,30,Charcoal,Bandeira 2012,20.4,Amazon and Coastal Lowlands,tropics
700463,-1.4614,-56.3995,Boa Vista (PA-OR-63),Beta-232418,1850,70,,Guapindaia 2008,20.4,Amazon and Coastal Lowlands,tropics
700466,5.8996,-56.5564,Buckleburg 1,GrN-9804,1845,45,,Versteeg 1985,20.4,Amazon and Coastal Lowlands,tropics
700469,-2.17,-56.74,Poco,SI-2776,1840,90,,Hilbert and Hilbert 1980,20.4,Amazon and Coastal Lowlands,tropics
700470,-2.5301,-44.04,Panaquatira (MA00102),Beta-296878,1840,30,Charcoal,Bandeira 2012,20.4,Amazon and Coastal Lowlands,tropics
700479,-3.098,-60.371,Acutuba (AM-IR-02),Beta-109179,1830,80,Charcoal,Heckenberger et al. 1999,20.4,Amazon and Coastal Lowlands,tropics
700496,-8.8391,-64.0159,Morro dos Macacos I,Beta-294090,1810,40,,Zuse 2014,20.4,Amazon and Coastal Lowlands,tropics
700497,-3.2124,-58.7908,Sucuriju,SI-5096,1810,40,,Machado 1991,20.4,Amazon and Coastal Lowlands,tropics
700504,-3.098,-60.371,Acutuba (AM-IR-02),Beta-90724,1800,80,Charcoal,Heckenberger et al. 1999,20.4,Amazon and Coastal Lowlands,tropics
700507,-2.5301,-44.04,Panaquatira (MA00102),Beta-296876,1800,30,Charcoal,Bandeira 2012,20.4,Amazon and Coastal Lowlands,tropics
700514,5.31,-52.87,Olga,KIA-26024,1795,25,,Van den Bel 2015,20.4,Amazon and Coastal Lowlands,tropics
700520,4.2,-51.67,Abri Marcel (97314.015),UGAMS-4056,1790,30,,Coutet 2009,20.4,Amazon and Coastal Lowlands,tropics
700521,-8.6285,-63.6292,Nova Vida,Beta-280928,1790,60,Charcoal,Almeida 2013,20.4,Amazon and Coastal Lowlands,tropics
700534,-1.4614,-56.3995,Boa Vista (PA-OR-63),Beta-232416,1770,40,,Guapindaia 2008,20.4,Amazon and Coastal Lowlands,tropics
700537,-2.5301,-44.04,Panaquatira (MA00102),Beta-296877,1770,30,Charcoal,Bandeira 2012,20.4,Amazon and Coastal Lowlands,tropics
700552,4.5033,-52.0439,Montagne Favard,LY-7839,1750,45,,Mestre 1997,20.4,Amazon and Coastal Lowlands,tropics
700554,-2.17,-56.74,Poco,PN-8020,1745,115,,Hilbert and Hilbert 1980,20.4,Amazon and Coastal Lowlands,tropics
700560,4.67,-52.33,Pointe Maripa (97310.011),UGAMS-4048,1740,25,,Gassies and Mestre 2012,20.4,Amazon and Coastal Lowlands,tropics
700566,-2.4936,-44.1108,Paco do Lumiar (MA-SL-08),LACUFF-RJ-12058,1729,89,Charcoal,Bandeira 2012,20.4,Amazon and Coastal Lowlands,tropics
700575,-8.6013,-63.806692,Garbin,Beta-260335,1710,40,,Zuse 2014,20.4,Amazon and Coastal Lowlands,tropics
700582,4.67,-52.33,Pointe Maripa (97310.011),UGAMS-4049,1710,25,,Gassies and Mestre 2012,20.4,Amazon and Coastal Lowlands,tropics
700587,-1.4614,-56.3995,Boa Vista (PA-OR-63),Beta-231419,1700,40,,Guapindaia 2008,20.4,Amazon and Coastal Lowlands,tropics
700600,-4.3,-59.51,Sapoti (AM-MC-36),SI-4275,1690,60,,Moraes 2013,20.4,Amazon and Coastal Lowlands,tropics
700602,4.67,-52.33,Pointe Maripa (97310.011),LY-7696,1685,45,,Mestre 1997,20.4,Amazon and Coastal Lowlands,tropics
700604,10.55,-62.45,Punta de Piedras,Y-1113,1680,80,Charcoal,Rouse and Cruxent 1963,20.4,Amazon and Coastal Lowlands,tropics
700606,-2.8075,-55.0647,Serra do Maguari I,Beta-433636,1680,30,Charcoal,Alves 2017,20.4,Amazon and Coastal Lowlands,tropics
700616,-3.1836,-60.3446,Lago do Limao (AM-IR-11),OxA-15502,1660,28,Ceramic residue,Moraes 2006,20.4,Amazon and Coastal Lowlands,tropics
700626,-3.1137,-58.5604,Bom Socorro (AM-IT-35),Beta-410639,1650,30,,Bassi 2016,20.4,Amazon and Coastal Lowlands,tropics
700628,-2.81,-58.24,Invernada,SI-5086,1650,95,,SimÃµes and CorrÃªa 1987,20.4,Amazon and Coastal Lowlands,tropics
700630,-2.69,-51.96,Tamandua (PA-AL-18),SI-3517,1650,70,,Perota 1992,20.4,Amazon and Coastal Lowlands,tropics
700631,4.22,-51.72,Carbet Mitan (97314.040),OBDY-650,1650,40,Charcoal,Rostain 1994,20.4,Amazon and Coastal Lowlands,tropics
700637,-2.4936,-44.1108,Panaquatira (MA00102),Beta-296875,1640,30,Charcoal,Bandeira 2013,20.4,Amazon and Coastal Lowlands,tropics
700656,5.494,-54.03,Pointe Balate (97311.120),POZ-35848,1616,30,,Briand 2015,20.4,Amazon and Coastal Lowlands,tropics
700667,4.67,-52.33,Pointe Maripa (97310.011),UGAMS-4051,1600,25,,Gassies and Mestre 2012,20.4,Amazon and Coastal Lowlands,tropics
700668,-3.098,-60.371,Acutuba (AM-IR-02),Beta-106438,1590,60,Charcoal,Heckenberger et al. 1999,20.4,Amazon and Coastal Lowlands,tropics
700674,-8.3253,-63.5158,Paqueta (RO-PV-09),SI-3959,1585,70,,Miller 1978,20.4,Amazon and Coastal Lowlands,tropics
700676,-3.2747,-60.2058,Hatahara (AM-IR-13),Beta-145483,1580,40,,Arroyo-Kalin 2009,20.4,Amazon and Coastal Lowlands,tropics
700679,-1.0892,-49.6247,Sao Benedito (PA-JO-54),Beta-146220,1580,60,Charcoal,Schaan 2004,20.4,Amazon and Coastal Lowlands,tropics
700701,-8.8655,-64.0611,Teotonio (RO-JP-01),Beta-323284,1550,30,Charcoal,Almeida 2013,20.4,Amazon and Coastal Lowlands,tropics
700702,-3.1137,-58.5604,Bom Socorro,Beta-420444,1550,30,,Bassi 2016,20.4,Amazon and Coastal Lowlands,tropics
700703,-8.8511,-64.0664,Santa Paula (RO-JP-26),Beta-294095,1550,30,,Zuse 2014,20.4,Amazon and Coastal Lowlands,tropics
700706,-2.4202,-54.7409,Porto (PA-ST-42),Beta-386144,1550,30,,Maezumi et al. 2018,20.4,Amazon and Coastal Lowlands,tropics
700708,-8.8655,-64.0611,Teotonio (RO-JP-01),SI-3947,1545,60,,Miller 1978,20.4,Amazon and Coastal Lowlands,tropics
700712,5.282,-52.848,Tania (97312.168),KIA-26020,1535,25,,Van den Bel 2015,20.4,Amazon and Coastal Lowlands,tropics
700715,-8.8511,-64.0664,Santa Paula (RO-JP-26),Beta-294093,1530,30,,Zuse 2014,20.4,Amazon and Coastal Lowlands,tropics
700719,-3.29,-60.63,Manacapuru,P-406,1525,58,Ceramic temper,Brochado et al. 1969,20.4,Amazon and Coastal Lowlands,tropics
