UniqID,Lat,Lon,SiteName,LabCode,Age,Error,Material,Reference,LEVEL2,L2Desc,calcurve
100001,24.70381829,-78.03972995,Gilpin Point,Beta-338510,1020,30,faunal material,Steadman et al. 2014,16.1,Bahamas,tropics
100002,24.70381829,-78.03972995,Gilpin Point,Beta-338511,1010,30,faunal material,Steadman et al. 2014,16.1,Bahamas,tropics
100003,24.70381829,-78.03972995,Gilpin Point,Beta-338512,1340,30,faunal material,Steadman et al. 2014,16.1,Bahamas,tropics
100004,24.70381829,-78.03972995,Gilpin Point,Beta-338518,900,30,wood,Steadman et al. 2014,16.1,Bahamas,tropics
100005,24.70381829,-78.03972995,Gilpin Point,Beta-345519,990,30,wood,Steadman et al. 2014,16.1,Bahamas,tropics
100006,24.70381829,-78.03972995,Sawmill Sink,Beta-228852,870,30,human bone/teeth,Steadman et al. 2007,16.1,Bahamas,tropics
100007,24.70381829,-78.03972995,Sanctuary Cave,Beta-268510,520,40,human bone/teeth,Hastings et al. 2014,16.1,Bahamas,tropics
100008,24.70381829,-78.03972995,Stargate Cave,Beta-268511,620,40,human bone/teeth,Hastings et al. 2014,16.1,Bahamas,tropics
100319,22.4878,-73.98915793,1702 Cave,Beta-445995,2510,30,faunal material,Steadman et al. 2017,16.1,Bahamas,tropics
100320,22.4878,-73.98915793,Acklins,OxA-18449,395,25,wood,Ostapkowicz 2015,16.1,Bahamas,tropics
100321,22.4878,-73.98915793,Crossbed Cave,Beta-411055,250,30,faunal material,Steadman et al. 2017,16.1,Bahamas,tropics
100322,22.4878,-73.98915793,Crossbed Cave,Beta-411056,460,30,faunal material,Steadman et al. 2017,16.1,Bahamas,tropics
100323,22.4878,-73.98915793,McKay's Bluff,Beta-411057,280,30,faunal material,Steadman et al. 2017,16.1,Bahamas,tropics
100324,22.4878,-73.98915793,McKay's Bluff,Beta-411058,300,30,faunal material,Steadman et al. 2017,16.1,Bahamas,tropics
100325,22.4878,-73.98915793,McKay's Bluff,Beta-451745,870,30,faunal material,Steadman et al. 2017,16.1,Bahamas,tropics
100326,22.4878,-73.98915793,McKay's Bluff,UGa-1584,690,75,charcoal/charred material,Winter 1978b; Winter 1978:238i239,16.1,Bahamas,tropics
100327,22.4878,-73.98915793,McKay's Bluff,UGa-1583,210,80,faunal material,Winter 1978:238i239,16.1,Bahamas,tropics
100329,22.4878,-73.98915793,McKay's Bluff,Beta-411059,310,30,faunal material,Steadman et al. 2017,16.1,Bahamas,tropics
100330,22.4878,-73.98915793,Pittstown Landing,Beta-445997,860,30,faunal material,Steadman et al. 2017,16.1,Bahamas,tropics
100595,26.3975298,-77.1565,Broad Creek Cay,Beta-302306,820,40,charcoal/charred material,Peter Sinelli-Personal Communication,16.1,Bahamas,tropics
100596,26.3975298,-77.1565,cave,OxA-21155,804,25,wood,Ostapkowicz 2015,16.1,Bahamas,tropics
100597,26.3975298,-77.1565,Broad Creek Cay,Beta-302307,490,40,charcoal/charred material,Peter Sinelli-Personal Communication,16.1,Bahamas,tropics
100598,26.3975298,-77.1565,Greenstone,Beta-334794,1010,30,charcoal/charred material,Peter Sinelli-Personal Communication,16.1,Bahamas,tropics
100599,26.3975298,-77.1565,Greenstone,Beta-356054,730,30,charcoal/charred material,Peter Sinelli-Personal Communication,16.1,Bahamas,tropics
100600,26.3975298,-77.1565,Preacher's Cave,ORAU-X-2623-21,1082,29,human bone/teeth,Schroeder et al. 2018,16.1,Bahamas,tropics
100601,21.47129581,-71.14015585,Coralie Site,Beta-98698,1230,60,charcoal/charred material,Carlson 1999,16.1,Bahamas,tropics
100602,21.47129581,-71.14015585,Coralie Site,Beta-98697,1010,50,charcoal/charred material,Carlson 1999,16.1,Bahamas,tropics
100603,21.47129581,-71.14015585,Coralie Site,Beta-114924,1120,50,charcoal/charred material,Carlson 1999,16.1,Bahamas,tropics
100604,21.47129581,-71.14015585,Coralie Site,Beta-98699,900,50,charcoal/charred material,Carlson 1999,16.1,Bahamas,tropics
100605,21.47129581,-71.14015585,Coralie Site,Beta-80911,1280,60,charcoal/charred material,Carlson 1999,16.1,Bahamas,tropics
100606,21.47129581,-71.14015585,Coralie Site,Beta-80910,1160,60,charcoal/charred material,Carlson 1999,16.1,Bahamas,tropics
100609,21.47129581,-71.14015585,Coralie Site,Beta-96700,940,60,wood,Carlson 1999,16.1,Bahamas,tropics
100610,21.47129581,-71.14015585,Coralie Site,Beta-66151,1120,120,charcoal/charred material,Carlson 1999,16.1,Bahamas,tropics
100612,21.47129581,-71.14015585,Gibbs Cay,Beta-253527,780,40,charcoal/charred material,Sinelli 2010,16.1,Bahamas,tropics
100613,21.47129581,-71.14015585,GT-2,Beta-42983,830,80,charcoal/charred material,Carlson 1999,16.1,Bahamas,tropics
100614,21.47129581,-71.14015585,GT-2,Beta-42985,820,50,charcoal/charred material,Carlson 1999,16.1,Bahamas,tropics
100615,21.47129581,-71.14015585,GT-2,Beta-61150,910,60,charcoal/charred material,Sinelli 2010,16.1,Bahamas,tropics
100616,21.47129581,-71.14015585,GT-2,Beta-66150,910,60,charcoal/charred material,Carlson 1999,16.1,Bahamas,tropics
100619,21.47129581,-71.14015585,GT-3,Beta-61151,1130,120,charcoal/charred material,Sinelli 2010,16.1,Bahamas,tropics
100623,21.47129581,-71.14015585,Spud Cay,Beta-242670,690,40,charcoal/charred material,Sinelli 2010,16.1,Bahamas,tropics
100624,21.47129581,-71.14015585,Spud Cay,Beta-242671,610,40,charcoal/charred material,Sinelli 2010,16.1,Bahamas,tropics
100625,21.47129581,-71.14015585,Spud Cay,Beta-242672,910,40,charcoal/charred material,Sinelli 2010,16.1,Bahamas,tropics
100626,21.47129581,-71.14015585,i,OxA-19116,860,24,wood,Ostapkowicz 2015,16.1,Bahamas,tropics
100877,21.0779907,-73.34849386,Ike's Cut (GI-3),Beta-334793,760,30,charcoal/charred material,Sinelli-Personal Communication,16.1,Bahamas,tropics
100878,21.0779907,-73.34849386,Ike's Cut (GI-3),Beta-356052,730,30,charcoal/charred material,Sinelli-Personal Communication,16.1,Bahamas,tropics
100879,21.0779907,-73.34849386,Ike's Cut (GI-3),Beta-356053,710,30,charcoal/charred material,Sinelli-Personal Communication,16.1,Bahamas,tropics
100970,21.80926017,-71.74188443,Kendrick ,Beta-146873-,900,50,charcoal/charred material ,Sinelli 2001 ,16.1,Bahamas,tropics
100971,21.80926017,-71.74188443,MC-12 ,Beta-70335-,950,60,charcoal/charred material ,Carlson 1999 ,16.1,Bahamas,tropics
100972,21.80926017,-71.74188443,MC-12 ,IGS-1098-,680,70,charcoal/charred material ,Carlson 1999 ,16.1,Bahamas,tropics
100973,21.80926017,-71.74188443,MC-12 ,IGS-896-,800,70,charcoal/charred material ,Carlson 1999 ,16.1,Bahamas,tropics
100974,21.80926017,-71.74188443,MC-32 ,Beta-67886-,660,50,charcoal/charred material ,Carlson 1999 ,16.1,Bahamas,tropics
100975,21.80926017,-71.74188443,MC-36 ,Beta-70608-,740,80,charcoal/charred material ,Carlson 1999 ,16.1,Bahamas,tropics
100976,21.80926017,-71.74188443,MC-6 ,IGS-2633-,450,70,charcoal/charred material ,Carlson 1999 ,16.1,Bahamas,tropics
100977,21.80926017,-71.74188443,MC-16 (Cave) ,IGS-2670-,820,70,unknown ,Carlson 1999 ,16.1,Bahamas,tropics
101040,21.87465856,-72.09369065,PC-1,Beta-70799,690,50,charcoal/charred material,Carlson 1999 ,16.1,Bahamas,tropics
101594,24.04991897,-74.4882385,Pigeon Creek,UM-2733,540,60,charcoal/charred material,Rose 1987 ,16.1,Bahamas,tropics
101595,24.04991897,-74.4882385,Pigeon Creek,UM-2736,390,60,charcoal/charred material,Rose 1987 ,16.1,Bahamas,tropics
101596,24.04991897,-74.4882385,Pigeon Creek,UM-2738,480,70,charcoal/charred material,Rose 1987 ,16.1,Bahamas,tropics
101597,24.04991897,-74.4882385,Pigeon Creek,UM-2272,215,60,charcoal/charred material,Rose 1982 ,16.1,Bahamas,tropics
101598,24.04991897,-74.4882385,Pigeon Creek,Beta-17840,790,70,unknown,Rose 1987 ,16.1,Bahamas,tropics
101599,24.04991897,-74.4882385,Storr's Lake,YSU2,350,70,charcoal/charred material,Shaklee et al. 2007 ,16.1,Bahamas,tropics
101600,24.04991897,-74.4882385,Storr's Lake,YSU4,470,60,charcoal/charred material,Shaklee et al. 2007 ,16.1,Bahamas,tropics
101601,24.04991897,-74.4882385,Storr's Lake,YSU3,1130,40,charcoal/charred material,Shaklee et al. 2007 ,16.1,Bahamas,tropics
101602,24.04991897,-74.4882385,Storr's Lake,YSU1,840,40,charcoal/charred material,Shaklee et al. 2007 ,16.1,Bahamas,tropics
101603,24.04991897,-74.4882385,Storr's Lake,YSU5,800,60,charcoal/charred material,Shaklee et al. 2007 ,16.1,Bahamas,tropics
101604,24.04991897,-74.4882385,Three Dog Site,Beta-26896,685,90,charcoal/charred material,Berman and Gnivecki 1995 ,16.1,Bahamas,tropics
101605,24.04991897,-74.4882385,Three Dog Site,Beta-18562,490,70,faunal material,Berman and Gnvecki 1991 ,16.1,Bahamas,tropics
102139,23.176368,-75.096121,LN-101,PSUAMS-1567,615,15,Charcoal/charred material,Hanna et al. 2021,16.1,Bahamas,tropics
102140,23.176368,-75.096121,LN-101,PSUAMS-1568,960,20,Charcoal/charred material,Hanna et al. 2021,16.1,Bahamas,tropics
102141,23.176368,-75.096121,LN-101,PSUAMS-1689,855,25,Charcoal/charred material,Hanna et al. 2021,16.1,Bahamas,tropics
102142,23.176368,-75.096121,LN-101,UCIAMS-186352,855,15,human bone/teeth,Hanna et al. 2021,16.1,Bahamas,tropics
100331,21.61403197,-78.95849586,Abra del Cacoyuguin 1,Beta-133947,1210,60,charcoal/charred material,Ulloa Hung and Valcircel Rojas 2002:232,16.2,Greater Antilles,tropics
100332,21.61403197,-78.95849586,Abra del Cacoyuguin 1,Beta-133948,1640,130,charcoal/charred material,Ulloa Hung and Valcircel Rojas 2002:232,16.2,Greater Antilles,tropics
100333,21.61403197,-78.95849586,Abra Rio Cacoyuguin II,Beta-133950,2780,40,charcoal/charred material,Ulloa Hung and Valcircel Rojas 2002:232,16.2,Greater Antilles,tropics
100334,21.61403197,-78.95849586,Abra Rio Cacoyuguin II,Beta-133951,3720,70,charcoal/charred material,Ulloa Hung and Valcircel Rojas 2002:232,16.2,Greater Antilles,tropics
100335,21.61403197,-78.95849586,Abra Rio Cacoyuguin IV,Beta-140079,4180,80,charcoal/charred material,Ulloa Hung and Valcircel Rojas 2002:232,16.2,Greater Antilles,tropics
100336,21.61403197,-78.95849586,Aguas Gordas,GD-620,165,60,charcoal/charred material,modern,16.2,Greater Antilles,tropics
100337,21.61403197,-78.95849586,Aguas Gordas,Mo-399,1000,105,charcoal/charred material,Pino 1995:6,16.2,Greater Antilles,tropics
100338,21.61403197,-78.95849586,Aguas Gordas,GD-621,705,65,charcoal/charred material,Pino 1995:6; Valcircel Rojas 2002:140,16.2,Greater Antilles,tropics
100339,21.61403197,-78.95849586,Aguas Gordas,GD-1055,575,60,charcoal/charred material,Pazdur et al. 1982:174; Pino 1995:6,16.2,Greater Antilles,tropics
100340,21.61403197,-78.95849586,Aguas Gordas,GD-1054,485,50,charcoal/charred material,Pino 1995:6; Valcircel Rojas 2002:140,16.2,Greater Antilles,tropics
100341,21.61403197,-78.95849586,Arroyo del Palo- ,Y-1556,970,80,charcoal/charred material,Pino 1995:3,16.2,Greater Antilles,tropics
100342,21.61403197,-78.95849586,Arroyo del Palo- ,Y-1555,760,60,charcoal/charred material,Pino 1995:3,16.2,Greater Antilles,tropics
100343,21.61403197,-78.95849586,El Boniato (ElPalmar),Beta-148958,670,70,charcoal/charred material,Valcircel Rojas 2002:142,16.2,Greater Antilles,tropics
100344,21.61403197,-78.95849586,Los Buchillones,OxA-15147,157,24,wood,Cooper and Thomas 2012 modern,16.2,Greater Antilles,tropics
100345,21.61403197,-78.95849586,Los Buchillones,TO-8067,240,60,wood,Pendergast et al.2002:69,16.2,Greater Antilles,tropics
100346,21.61403197,-78.95849586,Los Buchillones,TO-8069,230,70,wood,Pendergast et al.2002:69,16.2,Greater Antilles,tropics
100347,21.61403197,-78.95849586,Los Buchillones,TO-8070,280,60,wood,Pendergast et al.2002:69,16.2,Greater Antilles,tropics
100348,21.61403197,-78.95849586,Los Buchillones,TO-8071,250,60,wood,Pendergast et al.2002:69,16.2,Greater Antilles,tropics
100349,21.61403197,-78.95849586,Los Buchillones,TO-7619,300,50,wood,Pendergast et al.2002:69,16.2,Greater Antilles,tropics
100358,21.61403197,-78.95849586,Los Buchillones,TO-7627,460,50,wood,Pendergast et al. 2002:69,16.2,Greater Antilles,tropics
100360,21.61403197,-78.95849586,Los Buchillones,TO-7628,330,50,wood,Pendergast et al. 2002:69,16.2,Greater Antilles,tropics
100362,21.61403197,-78.95849586,Los Buchillones,TO-7621,320,40,wood,Pendergast et al. 2002:69; Kepecs et al. 2010,16.2,Greater Antilles,tropics
100363,21.61403197,-78.95849586,Los Buchillones,TO-7618,510,50,wood,Pendergast et al. 2002:69,16.2,Greater Antilles,tropics
100364,21.61403197,-78.95849586,Los Buchillones,TO-8068,480,60,wood,Pendergast et al. 2002:72,16.2,Greater Antilles,tropics
100365,21.61403197,-78.95849586,Los Buchillones,TO-8072,430,60,wood,Pendergast et al. 2002,16.2,Greater Antilles,tropics
100366,21.61403197,-78.95849586,Los Buchillones,TO-7620,430,50,wood,Pendergast et al. 2002 ,16.2,Greater Antilles,tropics
100367,21.61403197,-78.95849586,Los Buchillones,TO-7623,390,50,wood,Pendergast et al. 2002 ,16.2,Greater Antilles,tropics
100368,21.61403197,-78.95849586,Los Buchillones,TO-7624,1320,60,wood,Pendergast et al. 2002:69; Kepecs et al. 2010,16.2,Greater Antilles,tropics
100369,21.61403197,-78.95849586,Los Buchillones,TO-7625,340,50,wood,Pendergast et al. 2002 ,16.2,Greater Antilles,tropics
100370,21.61403197,-78.95849586,Los Buchillones,TO-7626,540,50,wood,Pendergast et al. 2002,16.2,Greater Antilles,tropics
100371,21.61403197,-78.95849586,Los Buchillones,OxA-15144,651,24,wood,Cooper and Thomas 2012,16.2,Greater Antilles,tropics
100372,21.61403197,-78.95849586,Los Buchillones,OxA-15150,531,23,wood,Cooper and Thomas 2012,16.2,Greater Antilles,tropics
100373,21.61403197,-78.95849586,Los Buchillones,OxA-15123,710,27,wood,Cooper and Thomas 2012,16.2,Greater Antilles,tropics
100374,21.61403197,-78.95849586,Caimanes III,UM-1953,1745,175,charcoal/charred material,Navarrete 1990:41; Pino 1995:3,16.2,Greater Antilles,tropics
100375,21.61403197,-78.95849586,Canimar 1,GD-203,1010,110,charcoal/charred material,Pazdur et al.1982:175,16.2,Greater Antilles,tropics
100376,21.61403197,-78.95849586,Canimar Abajo,UBAR-170,4200,79,charcoal/charred material,Roksandic et al. 2015,16.2,Greater Antilles,tropics
100377,21.61403197,-78.95849586,Canimar Abajo,A-14316,2845,90,charcoal/charred material,Roksandic et al. 2015,16.2,Greater Antilles,tropics
100378,21.61403197,-78.95849586,Canimar Abajo,UNAM-0717,2520,60,charcoal/charred material,Roksandic et al. 2015,16.2,Greater Antilles,tropics
100379,21.61403197,-78.95849586,Canimar Abajo,UNAM-0716,3460,60,charcoal/charred material,Roksandic et al. 2015,16.2,Greater Antilles,tropics
100380,21.61403197,-78.95849586,Canimar Abajo,A-14315,2515,75,charcoal/charred material,Roksandic et al. 2015,16.2,Greater Antilles,tropics
100381,21.61403197,-78.95849586,Canimar Abajo,AA-101053,3057,39,charcoal/charred material,Roksandic et al. 2015,16.2,Greater Antilles,tropics
100383,21.61403197,-78.95849586,Canimar Abajo,AA-101055,1661,52,human bone/teeth,Roksandic et al. 2015,16.2,Greater Antilles,tropics
100384,21.61403197,-78.95849586,Canimar Abajo,AA-101056,1289,46,human bone/teeth,Roksandic et al. 2015,16.2,Greater Antilles,tropics
100385,21.61403197,-78.95849586,Canimar Abajo,AA-89060,1420,59,human bone/teeth,Roksandic et al. 2015,16.2,Greater Antilles,tropics
100386,21.61403197,-78.95849586,Canimar Abajo,AA-89062,1536,51,human bone/teeth,Roksandic et al. 2015,16.2,Greater Antilles,tropics
100387,21.61403197,-78.95849586,Canimar Abajo,AA-89064,1617,46,human bone/teeth,Roksandic et al. 2015,16.2,Greater Antilles,tropics
100388,21.61403197,-78.95849586,Canimar Abajo,AA-101052,2946,57,human bone/teeth,Roksandic et al. 2015,16.2,Greater Antilles,tropics
100389,21.61403197,-78.95849586,Canimar Abajo,AA-101054,2999,61,human bone/teeth,Roksandic et al. 2015,16.2,Greater Antilles,tropics
100390,21.61403197,-78.95849586,Canimar Abajo,AA-101057,2996,53,human bone/teeth,Roksandic et al. 2015,16.2,Greater Antilles,tropics
100391,21.61403197,-78.95849586,Canimar Abajo,AA-101059,2791,51,human bone/teeth,Roksandic et al. 2015,16.2,Greater Antilles,tropics
100392,21.61403197,-78.95849586,Canimar Abajo,AA-89061,2960,33,human bone/teeth,Roksandic et al. 2015,16.2,Greater Antilles,tropics
100393,21.61403197,-78.95849586,Canimar Abajo,AA-89063,2922,34,human bone/teeth,Roksandic et al. 2015,16.2,Greater Antilles,tropics
100395,21.61403197,-78.95849586,Catunda,Beta-93866,1850,50,charcoal/charred material,Ulloa Hung and Valcircel Rojas 2002:233 ,16.2,Greater Antilles,tropics
100396,21.61403197,-78.95849586,Catunda,Beta-93862,1890,60,charcoal/charred material,Ulloa Hung and Valcircel Rojas 2002:233,16.2,Greater Antilles,tropics
100397,21.61403197,-78.95849586,Catunda,Beta-140078,1280,60,charcoal/charred material,Ulloa Hung and Valcircel Rojas 2002:233,16.2,Greater Antilles,tropics
100414,21.61403197,-78.95849586,Los Chivos,Beta-140076,2710,80,terrestrial shell,Ulloa Hung and Valcircel Rojas 2002,16.2,Greater Antilles,tropics
100415,21.61403197,-78.95849586,Los Chivos,Beta-140074,1150,60,terrestrial shell,Ulloa Hung and Valcircel Rojas 2002,16.2,Greater Antilles,tropics
100416,21.61403197,-78.95849586,Chorro de Maita,Beta-148957,730,60,charcoal/charred material,Ulloa Hung and Valcircel Rojas 2002,16.2,Greater Antilles,tropics
100417,21.61403197,-78.95849586,Chorro de Maita,Beta-148956,870,70,human bone/teeth,Ulloa Hung and Valcircel Rojas 2002,16.2,Greater Antilles,tropics
100418,21.61403197,-78.95849586,Chorro de Maita,Beta-148955,360,80,human bone/teeth,Ulloa Hung and Valcircel Rojas 2002,16.2,Greater Antilles,tropics
100419,21.61403197,-78.95849586,El Convento,GD-1053,665,50,charcoal/charred material,Pino 1995,16.2,Greater Antilles,tropics
100423,21.61403197,-78.95849586,Cueva Calero,Beta-72801,1670,70,human bone/teeth,Ulloa Hung 2008,16.2,Greater Antilles,tropics
100424,21.61403197,-78.95849586,Cueva Calero,Beta-72802,1590,60,human bone/teeth,Ulloa Hung 2008,16.2,Greater Antilles,tropics
100425,21.61403197,-78.95849586,Cueva #1 Punta del Este,GD-618,910,85,charcoal/charred material,Pino 1995:3,16.2,Greater Antilles,tropics
100426,21.61403197,-78.95849586,Cueva #4 Punta del Este,LC-H-1106,1100,130,charcoal/charred material,Pino 1995:3;Navarrete 1990:41,16.2,Greater Antilles,tropics
100427,21.61403197,-78.95849586,Cueva de la Lechuza,LE-4269,1470,110,charcoal/charred material,Pino 1995:5,16.2,Greater Antilles,tropics
100428,21.61403197,-78.95849586,Cueva de la Lechuza,LE-4267,2220,160,charcoal/charred material,Pino 1995:5,16.2,Greater Antilles,tropics
100429,21.61403197,-78.95849586,Cueva de la Lechuza,LE-4274,2030,160,charcoal/charred material,Pino 1995:5,16.2,Greater Antilles,tropics
100430,21.61403197,-78.95849586,Cueva de la Lechuza,LE-4276,2250,150,charcoal/charred material,Pino 1995:5,16.2,Greater Antilles,tropics
100431,21.61403197,-78.95849586,Cueva de la Lechuza,LE-4272,2750,160,charcoal/charred material,Pino 1995:5,16.2,Greater Antilles,tropics
100432,21.61403197,-78.95849586,Cueva de la Lechuza,LE-4271,2380,80,charcoal/charred material,Pino 1995:5,16.2,Greater Antilles,tropics
100433,21.61403197,-78.95849586,Cueva de la Lechuza,LE-4279,2390,170,charcoal/charred material,Pino 1995:5,16.2,Greater Antilles,tropics
100434,21.61403197,-78.95849586,Cueva de la Lechuza,LE-4273,2420,100,charcoal/charred material,Pino 1995:5,16.2,Greater Antilles,tropics
100435,21.61403197,-78.95849586,Cueva de la Lechuza,LE-4270,3110,180,charcoal/charred material,Pino 1995:5,16.2,Greater Antilles,tropics
100436,21.61403197,-78.95849586,Cueva de la Lechuza,LE-4282,2930,300,charcoal/charred material,Pino 1995:5,16.2,Greater Antilles,tropics
100437,21.61403197,-78.95849586,Cueva Funche,SI-426,2070,150,charcoal/charred material,Stuckenrath and Mielke 1973:407; Mielke and Long 1969:172; Pino 1995:4,16.2,Greater Antilles,tropics
100438,21.61403197,-78.95849586,Cueva Funche,SI-427,2510,200,charcoal/charred material ,Stuckenrath and Mielke 1973:407; Mielke and Long 1969:172; Pino 1995:4,16.2,Greater Antilles,tropics
100439,21.61403197,-78.95849586,Cueva Funche,SI-428,3110,200,charcoal/charred material,Stuckenrath and Mielke 1973:407; Mielke and Long 1969:172; Pino 1995:4,16.2,Greater Antilles,tropics
100440,21.61403197,-78.95849586,Cueva Funche,SI-429,4000,150,charcoal/charred material,Stuckenrath and Mielke 1973:407; Mielke and Long 1969:172; Pino 1995:4,16.2,Greater Antilles,tropics
100441,21.61403197,-78.95849586,Damayajabo,Y-1994,1120,160,charcoal/charred material,Navarrete 1990; Dacal Moure and Rivero de la Calle 1996:13,16.2,Greater Antilles,tropics
100442,21.61403197,-78.95849586,Damayajabo,Y-1764,3250,100,charcoal/charred material,Navarrete 1990; Dacal Moure and Rivero de la Calle 1996:13,16.2,Greater Antilles,tropics
100443,21.61403197,-78.95849586,Esterito,SI-349,550,150,charcoal/charred material,Mielke and Long 1969:171,16.2,Greater Antilles,tropics
100444,21.61403197,-78.95849586,Esterito,SI-350,500,100,charcoal/charred material,Mielke and Long 1969:171; Pino 1995:7; Valcircel Rojas 2002:140,16.2,Greater Antilles,tropics
100445,21.61403197,-78.95849586,El Guafe I,FS-AC-2420,450,35,charcoal/charred material,Pino 1995:5,16.2,Greater Antilles,tropics
100446,21.61403197,-78.95849586,El Guafe I,FS-AC-2419,690,50,charcoal/charred material,Pino 1995:5,16.2,Greater Antilles,tropics
100447,21.61403197,-78.95849586,La Guira de Barajagua,SI-351,590,100,charcoal/charred material,Mielke and Long 1969:171; Pino 1995:7,16.2,Greater Antilles,tropics
100448,21.61403197,-78.95849586,La Guira (Santiago de Cuba),Beta-140077,1390,70,terrestrial shell,Ulloa Hung and Valcircel Rojas 2002:233,16.2,Greater Antilles,tropics
100450,21.61403197,-78.95849586,Jorajuria,LE-1784,3870,40,charcoal/charred material,Pino 1995:4,16.2,Greater Antilles,tropics
100451,21.61403197,-78.95849586,Jorajuria,LE-1782,3760,40,charcoal/charred material,Pino 1995:4,16.2,Greater Antilles,tropics
100452,21.61403197,-78.95849586,Jorajuria,LE-1783,4110,50,charcoal/charred material,Pino 1995:4,16.2,Greater Antilles,tropics
100453,21.61403197,-78.95849586,Jucaro,Beta-148949,690,60,charcoal/charred material,Valcircel Rojas 2002:143,16.2,Greater Antilles,tropics
100454,21.61403197,-78.95849586,Laguna de Limones,SI-348,640,120,charcoal/charred material,Mielke and Long 1969:171; Pino 1995:7,16.2,Greater Antilles,tropics
100455,21.61403197,-78.95849586,Levisa 1 (Far. de Lev.),GD-204,3460,160,charcoal/charred material,Pazdur et al. 1982:175; Pino 1995:2,16.2,Greater Antilles,tropics
100456,21.61403197,-78.95849586,Levisa 1 (Far. de Lev.),MC-859,4240,100,charcoal/charred material,Pino 1995:2,16.2,Greater Antilles,tropics
100457,21.61403197,-78.95849586,Levisa 1 (Far. de Lev.),MC-860,4420,100,charcoal/charred material,Pino 1995:2,16.2,Greater Antilles,tropics
100458,21.61403197,-78.95849586,Levisa 8 (Cueva S. Rita) charcoal,LE-2719,2160,40,charcoal/charred material,Pino 1995:2,16.2,Greater Antilles,tropics
100459,21.61403197,-78.95849586,Levisa 8 (Cueva S. Rita),LE-2720,2680,40,charcoal/charred material,Pino 1995:2,16.2,Greater Antilles,tropics
100460,21.61403197,-78.95849586,Levisa 8 (Cueva S. Rita),LE-2717,2010,40,charcoal/charred material,Pino 1995:2,16.2,Greater Antilles,tropics
100461,21.61403197,-78.95849586,Levisa 8 (Cueva S. Rita),LE-2718,2610,40,charcoal/charred material,Pino 1995:2,16.2,Greater Antilles,tropics
100462,21.61403197,-78.95849586,Loma de la Campana,GD-1057,490,45,charcoal/charred material,Pino 1995:7; Valcircel Rojas 2002:140,16.2,Greater Antilles,tropics
100463,21.61403197,-78.95849586,Loma de la Campana,GD-624,505,40,charcoal/charred material,Valcircel Rojas 2002:140 ,16.2,Greater Antilles,tropics
100464,21.61403197,-78.95849586,Loma de la Campana,GD-1056,600,55,charcoal/charred material ,Valcircel Rojas 2002:140 ,16.2,Greater Antilles,tropics
100465,21.61403197,-78.95849586,Loma de la Forestal,SI-352,970,100,charcoal/charred material,Mielke and Long 1969:171; Pino 1995:7,16.2,Greater Antilles,tropics
100466,21.61403197,-78.95849586,Loma de Ochile,FS-AC-2418,880,40,charcoal/charred material,Pino 1995:7,16.2,Greater Antilles,tropics
100467,21.61403197,-78.95849586,Loma de Ochile,FS-AC-2415,690,50,charcoal/charred material,Pino 1995:7,16.2,Greater Antilles,tropics
100468,21.61403197,-78.95849586,Loma de Ochile,FS-AC-2414,770,35,charcoal/charred material,Pino 1995:7,16.2,Greater Antilles,tropics
100469,21.61403197,-78.95849586,Loma de Ochile,FS-AC-2416,660,35,charcoal/charred material,Pino 1995:7,16.2,Greater Antilles,tropics
100470,21.61403197,-78.95849586,Loma de Ochile,FS-AC-2417,620,30,charcoal/charred material,Pino 1995:7,16.2,Greater Antilles,tropics
100471,21.61403197,-78.95849586,La Luz,Beta-93863,1350,50,charcoal/charred material,Ulloa Hung and Valcircel Rojas 2002:233,16.2,Greater Antilles,tropics
100472,21.61403197,-78.95849586,Marien 2,Lv-2062,780,100,charcoal/charred material,Pino 1995:2,16.2,Greater Antilles,tropics
100473,21.61403197,-78.95849586,Marien 2,Lv-2063,2020,80,charcoal/charred material,Pino 1995:2,16.2,Greater Antilles,tropics
100474,21.61403197,-78.95849586,Meijas,SI-347,1020,100,charcoal/charred material,Mielke and Long 1969:170; Pino 1995:3,16.2,Greater Antilles,tropics
100475,21.61403197,-78.95849586,Mogote de la Cueva,SI-424,1620,150,charcoal/charred material,Stuckenrath and Mielke 1973:407; Pino 1995:3; Lalueza-Fox et al. 2003:64,16.2,Greater Antilles,tropics
100476,21.61403197,-78.95849586,Mogote de la Cueva,SI-425,650,200,charcoal/charred material,Stuckenrath and Mielke 1973:407; Pino 1995:3,16.2,Greater Antilles,tropics
100477,21.61403197,-78.95849586,El Morrillo,SI-353,590,90,charcoal/charred material,Mielke and Long 1969:171; Pino 1995:7,16.2,Greater Antilles,tropics
100478,21.61403197,-78.95849586,El Morrillo,ICA-17B/0756,420,40,human bone/teeth,Orihuela Leon et al. 2017,16.2,Greater Antilles,tropics
100479,21.61403197,-78.95849586,Las Obas,GD-250,5140,170,charcoal/charred material,Pazdur et al. 1982:175; Pino 1995:2,16.2,Greater Antilles,tropics
100482,21.61403197,-78.95849586,El Porvenir,Beta-148960,500,50,charcoal/charred material,Valcircel Rojas 2002:143,16.2,Greater Antilles,tropics
100483,21.61403197,-78.95849586,El Purial,UBAR-169,3060,180,charcoal/charred material,Pino 1995:4,16.2,Greater Antilles,tropics
